Date,Weekly Average
2024-05-12,64051.80499999999
2024-05-19,68205.245
2024-05-26,68407.715
2024-06-02,69255.815
2024-06-09,67899.73999999999
2024-06-16,65091
2024-06-23,61938.455
2024-06-30,58994.3775
2024-07-07,58084.1425
2024-07-14,64490.5525
2024-07-21,67317.98000000001
2024-07-28,63403.409999999996
2024-08-04,57154.6825
2024-08-11,58754.62
2024-08-18,61358.662500000006
2024-08-25,60800.962499999994
2024-09-01,56132.8425
2024-09-08,57304.7275
2024-09-15,61084.345
2024-09-22,63475.850000000006
