Date,Weekly Average
2023-10-26,33919.9075
2023-10-27,34081.585
2023-10-28,34321.7525
2023-10-29,34479.8625
2023-10-30,34465
2023-10-31,34935.15
2023-11-01,35162.0025
2023-11-02,34681.215
2023-11-03,34904.7575
2023-11-04,34975.485
2023-11-05,35015.0525
2023-11-06,35214.0675
2023-11-07,35557.4625
2023-11-08,36458.024999999994
2023-11-09,36963.36
2023-11-10,37126.705
2023-11-11,37036.86
2023-11-12,36819.5125
2023-11-13,35889.53
2023-11-14,36687.35
2023-11-15,36862.8125
2023-11-16,36359.63250000001
2023-11-17,36551.52
2023-11-18,36952.9975
2023-11-19,37308.9075
2023-11-20,36643.72
2023-11-21,36660.775
2023-11-22,37306.5175
2023-11-23,37668.3375
2023-11-24,37743.33500000001
2023-11-25,37548.182499999995
2023-11-26,37241.587499999994
2023-11-27,37576.745
2023-11-28,37923.380000000005
2023-11-29,37806.115
2023-11-30,38255.3375
2023-12-01,39122.9025
2023-12-02,39736.8675
2023-12-03,41088.905000000006
2023-12-04,42991.605
2023-12-05,43867.25
2023-12-06,43476.065
2023-12-07,43806.31
2023-12-08,43956.7825
2023-12-09,43778.775
2023-12-10,42267.35
2023-12-11,41382.479999999996
2023-12-12,42097.9025
2023-12-13,42677.8225
2023-12-14,42427.3425
2023-12-15,42136.9375
2023-12-16,41832.185
2023-12-17,41833.295
2023-12-18,42560.472499999996
2023-12-19,43108.479999999996
2023-12-20,43764.947499999995
2023-12-21,43910.4075
2023-12-22,43737.745
2023-12-23,43284.9125
2023-12-24,43272.595
2023-12-25,42828.8325
2023-12-26,42928.3675
2023-12-27,43005.495
2023-12-28,42260.427500000005
2023-12-29,42084.96000000001
2023-12-30,42322.177500000005
2023-12-31,43207
2024-01-01,44788.6075
2024-01-02,43510.535
2024-01-03,43584.92
2024-01-04,43775.917499999996
2024-01-05,43931.22750000001
2024-01-06,43987.505
2024-01-07,45326.01
2024-01-08,46445.427500000005
2024-01-09,46190.06999999999
2024-01-10,46892.175
2024-01-11,44284.355
2024-01-12,42830.962499999994
2024-01-13,42344.835
2024-01-14,42340.4825
2024-01-15,42819.265
2024-01-16,42828.1825
2024-01-17,41929.2175
2024-01-18,41365.85
2024-01-19,41670.9825
2024-01-20,41664.6875
2024-01-21,40567.3925
2024-01-22,39549.34
2024-01-23,40005.415
2024-01-24,39974.055
2024-01-25,40963.485
2024-01-26,41884.62
2024-01-27,42153.795
2024-01-28,42617.9075
2024-01-29,43202.54
2024-01-30,42885.7625
2024-01-31,42708.0875
2024-02-01,43079.435
2024-02-02,43117.7725
2024-02-03,42733.755
2024-02-04,42779.86
2024-02-05,42945.4075
2024-02-06,43658.265
2024-02-07,44895.9125
2024-02-08,46465.8875
2024-02-09,47463.4675
2024-02-10,48050.2225
2024-02-11,49065.525
2024-02-12,49571.6075
2024-02-13,50690.8725
2024-02-14,51951.4475
2024-02-15,52035.55
2024-02-16,51638.64
2024-02-17,51830.14749999999
2024-02-18,52019.545000000006
2024-02-19,51944.7325
2024-02-20,51775.0025
2024-02-21,51536.09
2024-02-22,51025.5275
2024-02-23,51148.8425
2024-02-24,51633.8525
2024-02-25,53004.19
2024-02-26,55888.025
2024-02-27,60040.325000000004
2024-02-28,61901.034999999996
2024-02-29,61852.53
2024-03-01,62092.3725
2024-03-02,62413.2825
2024-03-03,65539.67
2024-03-04,64993.68000000001
2024-03-05,65054.572499999995
2024-03-06,66607.05249999999
2024-03-07,67755.0075
2024-03-08,68209.9175
2024-03-09,68812.88
2024-03-10,70214.73500000002
2024-03-11,71287.7325
2024-03-12,72376.9925
2024-03-13,71698.33499999999
2024-03-14,69727.125
2024-03-15,67405.8675
2024-03-16,66782.87999999999
2024-03-17,67881.165
2024-03-18,64806.627499999995
2024-03-19,64663.229999999996
2024-03-20,66527.815
2024-03-21,64551.884999999995
2024-03-22,64196.412500000006
2024-03-23,65650.2475
2024-03-24,68656.2675
2024-03-25,70177.275
2024-03-26,69896.675
2024-03-27,70176.5675
2024-03-28,70139.075
2024-03-29,69823.4525
2024-03-30,70447.7925
2024-03-31,70070.22249999999
2024-04-01,67334.50749999999
2024-04-02,65705.9925
2024-04-03,67206.3725
2024-04-04,67754.4125
2024-04-05,68464.115
2024-04-06,69351.67
2024-04-07,70705.4025
2024-04-08,70183.5475
2024-04-09,69616.79000000001
2024-04-10,70377.6025
2024-04-11,68359.265
2024-04-12,64907.65000000001
2024-04-13,64390.09
2024-04-14,64555.8275
2024-04-15,63294.595
2024-04-16,62311.9825
2024-04-17,62416.975000000006
2024-04-18,63084.527500000004
2024-04-19,64316.9175
2024-04-20,64953.6975
2024-04-21,65873.205
2024-04-22,66545.535
2024-04-23,65345.02
2024-04-24,64219.965000000004
2024-04-25,64096.457500000004
2024-04-26,63386.6575
2024-04-27,63432.9
2024-04-28,63244.625
2024-04-29,62115.9
2024-04-30,59107.8575
2024-05-01,58490.604999999996
2024-05-02,61021.732500000006
2024-05-03,63463.770000000004
2024-05-04,63843.05
2024-05-05,63844.2975
2024-05-06,63040.167499999996
2024-05-07,61853.33
2024-05-08,62081.5175
2024-05-09,61882.56
2024-05-10,60907.017499999994
2024-05-11,61201.994999999995
2024-05-12,62155.822499999995
2024-05-13,62194.6775
2024-05-14,63886.905
2024-05-15,65699.125
2024-05-16,66204.19750000001
2024-05-17,66984.8025
2024-05-18,66686.615
2024-05-19,68824.1225
2024-05-20,70684.225
2024-05-21,69705.7875
2024-05-22,68386.1375
2024-05-23,68092.4425
2024-05-24,68987.64
2024-05-25,68872.1175
2024-05-26,69220.415
2024-05-27,68676.135
2024-05-28,68027.78749999999
2024-05-29,68158.145
2024-05-30,67901.57
2024-05-31,67658.82500000001
2024-06-01,67812.485
2024-06-02,68619
2024-06-03,69744.625
2024-06-04,70946.8725
2024-06-05,70931.175
2024-06-06,70142.92000000001
2024-06-07,69354.07
2024-06-08,69486.49500000001
2024-06-09,69639.095
2024-06-10,68123.8125
2024-06-11,68120.555
2024-06-12,67434.5175
2024-06-13,66316.31
2024-06-14,66151.955
2024-06-15,66484.58
2024-06-16,66402.5
2024-06-17,65581.97
2024-06-18,65135.807499999995
2024-06-19,65221.612499999996
2024-06-20,64364.89
2024-06-21,64224.05
2024-06-22,63792.83500000001
2024-06-23,61318.7775
2024-06-24,61194.0925
2024-06-25,61467.7025
2024-06-26,61391.825000000004
2024-06-27,61105.6525
2024-06-28,60755.572499999995
2024-06-29,61882.415
2024-06-30,63007.74
2024-07-01,62532.645
2024-07-02,61007.494999999995
2024-07-03,58631.942500000005
2024-07-04,56177.685
2024-07-05,57337.98
2024-07-06,57065.4425
2024-07-07,56267.33
2024-07-08,57337.515
2024-07-09,58100.91
2024-07-10,57941.435
2024-07-11,57574.535
2024-07-12,58674.935
2024-07-13,60154.155000000006
2024-07-14,62763.58750000001
2024-07-15,64382.564999999995
2024-07-16,64778.655
2024-07-17,64111.9225
2024-07-18,65333.64749999999
2024-07-19,66905.10750000001
2024-07-20,67362.2425
2024-07-21,67682.97
2024-07-22,66665.0175
2024-07-23,65881.2525
2024-07-24,65202.037500000006
2024-07-25,66907.6425
2024-07-26,67963.6225
2024-07-27,67882.86499999999
2024-07-28,67885.64
2024-07-29,66318.8375
2024-07-30,65548.81
2024-07-31,64485.9525
2024-08-01,63419.625
2024-08-02,61061.1375
2024-08-03,59274.847499999996
2024-08-04,54871.35
2024-08-05,55257.955
2024-08-06,55862.707500000004
2024-08-07,58573.722499999996
2024-08-08,60950.84
2024-08-09,60868.520000000004
2024-08-10,59945.207500000004
2024-08-11,59103.13249999999
2024-08-12,59976.1925
2024-08-13,59875.932499999995
2024-08-14,58038.0925
2024-08-15,58333.0075
2024-08-16,59212.9075
2024-08-17,59153.3125
2024-08-18,58817.695
2024-08-19,59600.13250000001
2024-08-20,60193.5575
2024-08-21,60664.185
2024-08-22,62427.5525
2024-08-23,64054.9375
2024-08-24,64287.572499999995
2024-08-25,63583.7475
2024-08-26,60873.7525
2024-08-27,59136.22
2024-08-28,59568.4975
2024-08-29,59032.04
2024-08-30,59076.09
2024-08-31,58138.3625
2024-09-01,58246.8975
2024-09-02,58461.12500000001
2024-09-03,57395.909999999996
2024-09-04,57030.405
2024-09-05,54925.2425
2024-09-06,54179.8425
2024-09-07,54494.455
2024-09-08,56147.9775
2024-09-09,57277.189999999995
2024-09-10,57125.2225
2024-09-11,57845.58
2024-09-12,59221.9825
2024-09-13,60125.3675
2024-09-14,59552.9675
2024-09-15,58512.4975
2024-09-16,59364.4975
2024-09-17,60758.755
2024-09-18,62528.2425
2024-09-19,63158.0925
2024-09-20,63216.9775
2024-09-21,63321.415
2024-09-22,63550.845
2024-09-23,63145.2925
